Rk,Player,MP,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
1,Joel Embiid,2284,2022-23,28,PHI,66,66,1,34.6,11,20.1,10,17.1,1,3,10,11.7,1.7,8.4,10.2,4.2,1,1.7,3.4,3.1,33.1,0.548,0.587,0.33,0.857,0.655,57.304,C,embiijo01
2,Luka Dončić,2391,2022-23,23,DAL,66,66,1,36.2,10.9,22,8.1,13.8,2.8,8.2,7.8,10.5,0.8,7.8,8.6,8,1.4,0.5,3.6,2.5,32.4,0.496,0.588,0.342,0.742,0.609,56.004,G-F,doncilu01
3,Damian Lillard,2107,2022-23,32,POR,58,58,1,36.3,9.6,20.7,5.4,9.4,4.2,11.3,8.8,9.6,0.8,4,4.8,7.3,0.9,0.3,3.3,1.9,32.2,0.463,0.574,0.371,0.914,0.645,56.406,G,lillada01
4,Shai Gilgeous-Alexander,2416,2022-23,24,OKC,68,68,1,35.5,10.4,20.3,9.5,17.8,0.9,2.5,9.8,10.9,0.9,4,4.8,5.5,1.6,1,2.8,2.8,31.4,0.51,0.533,0.345,0.905,0.626,53.077,G,gilgesh01
5,Giannis Antetokounmpo,2024,2022-23,28,MIL,63,63,1,32.1,11.2,20.3,10.5,17.6,0.7,2.7,7.9,12.3,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,0.553,0.596,0.275,0.645,0.605,57.16,F-G,antetgi01
6,Jayson Tatum,2732,2022-23,24,BOS,74,74,1,36.9,9.8,21.1,6.6,11.8,3.2,9.3,7.2,8.4,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,0.466,0.558,0.35,0.854,0.607,54.33,F,tatumja01
7,Stephen Curry,1941,2022-23,34,GSW,56,56,1,34.7,10,20.2,5.1,8.8,4.9,11.4,4.6,5,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,0.493,0.579,0.427,0.915,0.656,61.386,G,curryst01
8,Kevin Durant,1672,2022-23,34,BRKPHO,47,47,1,35.6,10.3,18.3,8.3,13.4,2,4.9,6.5,7.1,0.4,6.3,6.7,5,0.7,1.4,3.3,2.1,29.1,0.56,0.617,0.404,0.919,0.677,61.427,F-G,duranke01
9,LeBron James,1954,2022-23,38,LAL,55,54,1,35.5,11.1,22.2,8.9,15.3,2.2,6.9,4.6,5.9,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,0.5,0.58,0.321,0.768,0.583,54.922,F-G,jamesle01
10,Donovan Mitchell,2432,2022-23,26,CLE,68,68,1,35.8,10,20.6,6.4,11.3,3.6,9.3,4.7,5.4,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,0.484,0.566,0.386,0.867,0.614,57.168,G,mitchdo01
11,Devin Booker,1835,2022-23,26,PHO,53,53,0,34.6,9.9,20.1,7.8,14.2,2.1,6,5.8,6.8,0.9,3.7,4.5,5.5,1,0.3,2.7,3,27.8,0.494,0.554,0.351,0.855,0.601,54.592,G,bookede01
12,Kyrie Irving,2241,2022-23,30,BRKDAL,60,60,1,37.4,9.9,20.1,6.8,11.8,3.1,8.3,4.1,4.6,1,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,0.494,0.574,0.379,0.905,0.613,57.19,G,irvinky01
13,Jaylen Brown,2405,2022-23,26,BOS,67,67,1,35.9,10.1,20.6,7.7,13.4,2.4,7.3,3.9,5.1,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,0.491,0.576,0.335,0.765,0.581,54.989,F-G,brownja02
14,Trae Young,2541,2022-23,24,ATL,73,73,0,34.8,8.2,19,6.1,12.7,2.1,6.3,7.8,8.8,0.8,2.2,3,10.2,1.1,0.1,4.1,1.4,26.2,0.429,0.476,0.335,0.886,0.573,48.489,G,youngtr01
15,Ja Morant,1948,2022-23,23,MEM,61,59,1,31.9,9.3,19.9,7.8,15,1.5,4.9,6.1,8.1,1,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,0.466,0.519,0.307,0.748,0.557,50.412,G,moranja01
16,Zion Williamson,956,2022-23,22,NOP,29,29,1,33,9.8,16.2,9.6,15.5,0.2,0.7,6.1,8.6,2,5,7,4.6,1.1,0.6,3.4,2.2,26,0.608,0.618,0.368,0.714,0.652,61.514,F-C,willizi01
17,Anthony Davis,1904,2022-23,29,LAL,56,54,0,34,9.7,17.2,9.3,15.9,0.3,1.3,6.2,7.9,3.5,9.1,12.5,2.6,1.1,2,2.2,2.6,25.9,0.563,0.589,0.257,0.784,0.627,57.328,F-C,davisan02
18,Lauri Markkanen,2273,2022-23,25,UTA,66,66,1,34.4,8.7,17.3,5.6,9.6,3,7.7,5.3,6,2,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,0.499,0.585,0.391,0.875,0.64,58.603,F-C,markkla01
19,Julius Randle,2737,2022-23,28,NYK,77,77,1,35.5,8.5,18.6,5.7,10.3,2.8,8.3,5.2,6.9,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1,0.459,0.553,0.343,0.757,0.581,53.561,F-C,randlju01
20,De'Aaron Fox,2435,2022-23,25,SAC,73,73,1,33.4,9.3,18.2,7.7,13.2,1.6,5,4.7,6,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25,0.512,0.584,0.324,0.78,0.599,55.71,G,foxde01
21,Zach LaVine,2768,2022-23,27,CHI,77,77,0,35.9,8.7,18,6.1,11,2.6,7.1,4.7,5.6,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,0.485,0.556,0.375,0.848,0.607,55.836,G-F,lavinza01
22,Brandon Ingram,1538,2022-23,25,NOP,45,45,0,34.2,9,18.6,7.6,14.9,1.4,3.6,5.3,6,0.5,5,5.5,5.8,0.7,0.4,3.3,2.6,24.7,0.484,0.507,0.39,0.882,0.582,52.216,F,ingrabr01
23,Anthony Edwards,2842,2022-23,21,MIN,79,79,1,36,8.9,19.5,6.3,12.2,2.7,7.3,4,5.3,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,0.459,0.513,0.369,0.756,0.564,52.79,G-F,edwaran01
24,DeMar DeRozan,2682,2022-23,33,CHI,74,74,1,36.2,8.9,17.6,8.3,15.7,0.6,1.9,6.2,7.1,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,0.504,0.526,0.324,0.872,0.592,52.187,G-F,derozde01
25,Nikola Jokić,2323,2022-23,27,DEN,69,69,1,33.7,9.4,14.8,8.5,12.7,0.8,2.2,4.9,6,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,0.632,0.675,0.383,0.822,0.701,65.998,C-F,jokicni01
26,Pascal Siakam,2652,2022-23,28,TOR,71,71,1,37.4,8.9,18.5,7.6,14.5,1.3,4,5.2,6.7,1.8,6,7.8,5.8,0.9,0.5,2.4,3.2,24.2,0.48,0.523,0.324,0.774,0.565,51.523,F-C,siakapa01
27,Jalen Brunson,2379,2022-23,26,NYK,68,68,0,35,8.6,17.6,6.7,12.8,2,4.7,4.8,5.8,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24,0.491,0.519,0.416,0.829,0.597,54.728,G,brunsja01
28,Kawhi Leonard,1748,2022-23,31,LAC,52,50,0,33.6,8.6,16.8,6.6,11.9,2,4.8,4.7,5.4,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,0.512,0.551,0.416,0.871,0.623,57.176,F,leonaka01
29,Paul George,1939,2022-23,32,LAC,56,56,1,34.6,8.2,17.9,5.4,10.3,2.8,7.6,4.6,5.3,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,0.457,0.521,0.371,0.871,0.588,53.586,F-G,georgpa01
30,LaMelo Ball,1268,2022-23,21,CHO,36,36,0,35.2,8.2,20,4.2,9.4,4,10.6,2.8,3.4,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,0.411,0.45,0.376,0.836,0.541,51.04,G,ballla01
31,Bradley Beal,1673,2022-23,29,WAS,50,50,0,33.5,8.9,17.6,7.3,13.2,1.6,4.4,3.8,4.6,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,0.506,0.552,0.365,0.842,0.593,55.125,G,bealbr01
32,Kristaps Porziņģis,2120,2022-23,27,WAS,65,65,0,32.6,7.8,15.7,5.7,10.2,2.1,5.5,5.4,6.4,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3,23.2,0.498,0.559,0.385,0.851,0.627,56.532,F-C,porzikr01
33,Jimmy Butler,2138,2022-23,33,MIA,64,64,0,33.4,7.5,13.9,6.9,12.3,0.6,1.6,7.4,8.7,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,0.539,0.564,0.35,0.85,0.647,55.968,F-G,butleji01
34,Jalen Green,2602,2022-23,20,HOU,76,76,0,34.2,7.4,17.9,5,10.6,2.5,7.3,4.8,6.1,0.6,3.2,3.7,3.7,0.8,0.2,2.6,1.7,22.1,0.416,0.471,0.338,0.786,0.538,48.528,G,greenja05
35,Keldon Johnson,2063,2022-23,23,SAS,63,63,0,32.7,8,17.7,5.9,11.2,2.1,6.5,3.9,5.2,0.9,4.2,5,2.9,0.7,0.2,2.1,2,22,0.452,0.523,0.329,0.749,0.551,51.213,G,johnske04
36,Klay Thompson,2279,2022-23,32,GSW,69,69,0,33,7.9,18.1,3.6,7.6,4.4,10.6,1.7,1.9,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,0.436,0.47,0.412,0.879,0.576,55.631,G-F,thompkl01
37,Darius Garland,2447,2022-23,23,CLE,69,69,0,35.5,7.6,16.4,5.1,10.4,2.4,6,4,4.7,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,0.462,0.492,0.41,0.863,0.587,53.72,G,garlada01
38,Bojan Bogdanović,1893,2022-23,33,DET,59,59,0,32.1,7.3,14.9,4.8,9,2.5,6,4.5,5.1,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,0.488,0.539,0.411,0.884,0.627,56.973,G-F,bogdabo02
39,Desmond Bane,1841,2022-23,24,MEM,58,58,0,31.7,7.8,16.2,4.9,9.2,2.9,7,3.1,3.5,0.7,4.3,5,4.4,1,0.4,2.2,2.6,21.5,0.479,0.534,0.408,0.883,0.606,56.763,G,banede01
40,Kyle Kuzma,2239,2022-23,27,WAS,64,64,0,35,8,17.8,5.5,10.3,2.5,7.5,2.7,3.7,0.9,6.4,7.2,3.7,0.6,0.5,3,2.3,21.2,0.448,0.533,0.333,0.73,0.544,51.839,F,kuzmaky01
41,Terry Rozier,2221,2022-23,28,CHO,63,63,0,35.3,7.8,18.9,5.2,10.8,2.6,8,2.8,3.5,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,0.415,0.48,0.327,0.809,0.517,48.443,G,roziete01
42,Anfernee Simons,2171,2022-23,23,POR,62,62,0,35,7.5,16.9,4.1,7.8,3.4,9.1,2.6,2.9,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,0.447,0.528,0.377,0.894,0.581,54.833,G,simonan01
43,James Harden,2135,2022-23,33,PHI,58,58,0,36.8,6.4,14.5,3.6,7.3,2.8,7.2,5.4,6.2,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21,0.441,0.495,0.385,0.867,0.607,53.622,G,hardeja01
44,CJ McCollum,2649,2022-23,31,NOP,75,75,0,35.3,7.8,17.9,5,10.7,2.8,7.2,2.4,3.2,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2,20.9,0.437,0.469,0.389,0.769,0.541,51.525,G,mccolcj01
45,Jordan Clarkson,1988,2022-23,30,UTA,61,61,0,32.6,7.5,16.9,5,9.4,2.5,7.5,3.3,4,1.2,2.9,4,4.4,0.5,0.2,3,2,20.8,0.444,0.53,0.338,0.816,0.558,51.94,G,clarkjo01
46,Karl-Anthony Towns,957,2022-23,27,MIN,29,29,0,33,7.3,14.8,5.2,9.1,2.1,5.7,4.1,4.7,1.7,6.5,8.1,4.8,0.7,0.6,3,3.8,20.8,0.495,0.576,0.366,0.874,0.618,56.542,C-F,townska01
47,Tyrese Haliburton,1883,2022-23,22,IND,56,56,1,33.6,7.4,15,4.5,7.8,2.9,7.2,3.1,3.6,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,0.49,0.572,0.4,0.871,0.624,58.561,G,halibty01
48,Jerami Grant,2246,2022-23,28,POR,63,63,0,35.7,6.9,14.5,4.6,8.8,2.3,5.7,4.4,5.4,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,0.475,0.523,0.401,0.813,0.606,55.422,F,grantje01
49,Dejounte Murray,2693,2022-23,26,ATL,74,74,0,36.4,8.3,17.8,6.5,12.6,1.8,5.2,2.1,2.6,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,0.464,0.514,0.344,0.832,0.54,51.44,G,murrade01
50,Jordan Poole,2458,2022-23,23,GSW,82,43,0,30,6.7,15.6,4.1,7.8,2.6,7.8,4.4,5.1,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,0.43,0.524,0.336,0.87,0.573,51.408,G,poolejo01
51,Bam Adebayo,2598,2022-23,25,MIA,75,75,1,34.6,8,14.9,8,14.7,0,0.2,4.3,5.4,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,0.54,0.545,0.083,0.806,0.592,54.084,C-F,adebaba01
52,Tyrese Maxey,2016,2022-23,22,PHI,60,41,0,33.6,7.3,15.2,4.7,9.1,2.7,6.2,3,3.6,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,0.481,0.513,0.434,0.845,0.605,56.846,G,maxeyty01
53,Kelly Oubre Jr.,1548,2022-23,27,CHO,48,40,0,32.3,7.4,17.1,5.1,10,2.3,7.1,3.3,4.3,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,0.431,0.51,0.319,0.76,0.534,49.695,F,oubreke01
54,Mikal Bridges,2963,2022-23,26,BRKPHO,83,83,0,35.7,7.1,15.3,5.1,9.9,2,5.3,3.8,4.3,1,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,0.468,0.514,0.382,0.895,0.587,53.473,F-G,bridgmi01
55,Tyler Herro,2337,2022-23,23,MIA,67,67,0,34.9,7.3,16.6,4.2,8.5,3,8,2.5,2.7,0.4,5,5.4,4.2,0.8,0.2,2.4,1.5,20.1,0.439,0.497,0.378,0.934,0.566,53.066,G,herroty01
56,Jamal Murray,2133,2022-23,25,DEN,65,65,0,32.8,7.3,16,4.6,9.4,2.6,6.6,2.8,3.3,0.7,3.2,4,6.2,1,0.2,2.2,1.6,20,0.454,0.494,0.398,0.833,0.571,53.698,G,murraja01
57,Paolo Banchero,2430,2022-23,20,ORL,72,72,0,33.8,6.7,15.6,5.5,11.6,1.2,4,5.5,7.4,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20,0.427,0.471,0.298,0.738,0.529,46.48,F,banchpa01
58,RJ Barrett,2475,2022-23,22,NYK,73,73,0,33.9,7,16.1,5.3,10.8,1.7,5.3,4,5.4,0.8,4.2,5,2.8,0.4,0.2,2.2,2.5,19.6,0.434,0.495,0.31,0.74,0.531,48.512,G-F,barrerj01
59,Fred VanVleet,2535,2022-23,28,TOR,69,69,0,36.7,6.3,16.1,3.3,7.3,3,8.8,3.7,4.1,0.4,3.6,4.1,7.2,1.8,0.6,2,2.8,19.3,0.393,0.455,0.342,0.898,0.54,48.606,G,vanvlfr01
60,Jrue Holiday,2183,2022-23,32,MIL,67,65,1,32.6,7.3,15.3,5,9.1,2.4,6.1,2.3,2.6,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,0.479,0.542,0.384,0.859,0.586,55.621,G,holidjr01
61,Kevin Porter Jr.,2024,2022-23,22,HOU,59,59,0,34.3,6.6,15,4.2,8.5,2.4,6.5,3.5,4.5,1.3,4,5.3,5.7,1.4,0.3,3.2,2.6,19.2,0.442,0.501,0.366,0.784,0.565,52.206,G,porteke02
62,Domantas Sabonis,2736,2022-23,26,SAC,79,79,1,34.6,7.3,11.9,6.9,10.8,0.4,1.1,4.1,5.5,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,0.615,0.639,0.373,0.742,0.668,63.166,C-F,sabondo01
63,Jaren Jackson Jr.,1787,2022-23,23,MEM,63,63,1,28.4,6.6,13,5,8.6,1.6,4.5,3.8,4.9,1.7,5,6.8,1,1,3,1.7,3.6,18.6,0.506,0.585,0.355,0.788,0.613,56.691,F,jacksja02
64,Franz Wagner,2609,2022-23,21,ORL,80,80,0,32.6,6.8,14,5.2,9.5,1.6,4.5,3.4,4,0.9,3.2,4.1,3.5,1,0.2,2.1,2.3,18.6,0.485,0.544,0.361,0.842,0.589,54.293,G-F,wagnefr01
65,Devin Vassell,1178,2022-23,22,SAS,38,32,0,31,6.9,15.7,4.2,8.7,2.7,7,2.1,2.6,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,0.439,0.48,0.387,0.78,0.55,52.521,G-F,vassede01
66,Deandre Ayton,2035,2022-23,24,PHO,67,67,0,30.4,7.8,13.2,7.7,12.9,0.1,0.4,2.3,3,2.6,7.4,10,1.7,0.6,0.8,1.8,2.8,18,0.589,0.597,0.292,0.76,0.617,59.245,C,aytonde01
67,Myles Turner,1825,2022-23,26,IND,62,62,0,29.4,6.5,11.8,5,7.8,1.5,4,3.5,4.5,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18,0.548,0.638,0.373,0.783,0.651,61.187,C-F,turnemy01
68,D'Angelo Russell,2304,2022-23,26,LALMIN,71,71,0,32.5,6.3,13.4,3.5,6.5,2.7,6.9,2.5,3,0.5,2.5,3,6.2,1,0.4,2.6,2,17.8,0.469,0.548,0.396,0.829,0.605,57.173,G,russeda01
69,Nikola Vučević,2746,2022-23,32,CHI,82,82,0,33.5,7.3,14,5.8,9.8,1.5,4.2,1.6,1.9,1.9,9.1,11,3.2,0.7,0.7,1.7,2.2,17.6,0.52,0.594,0.349,0.835,0.594,57.274,C,vucevni01
70,Michael Porter Jr.,1798,2022-23,24,DEN,62,62,0,29,6.4,13.2,3.4,5.9,3,7.3,1.5,1.9,1,4.5,5.5,1,0.6,0.5,1.1,1.9,17.4,0.487,0.579,0.414,0.8,0.621,60.22,F,portemi01
71,Gary Trent Jr.,2118,2022-23,24,TOR,66,44,0,32.1,6.1,14.2,3.6,7.3,2.5,6.8,2.6,3.1,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,0.433,0.493,0.369,0.839,0.56,52.193,G,trentga02
72,Spencer Dinwiddie,2725,2022-23,29,BRKDAL,79,79,0,34.5,5.8,13.3,3.5,7.1,2.3,6.2,3.4,4.2,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4,17.3,0.438,0.498,0.369,0.812,0.573,52.429,G,dinwisp01
73,Andrew Wiggins,1190,2022-23,27,GSW,37,37,0,32.2,6.8,14.3,4.4,8.2,2.4,6.1,1.2,1.9,1.6,3.4,5,2.3,1.2,0.8,1.3,2.9,17.1,0.473,0.53,0.396,0.611,0.564,55.671,F-G,wiggian01
74,Norman Powell,1567,2022-23,29,LAC,60,8,0,26.1,5.7,11.8,3.8,7.1,1.9,4.8,3.8,4.6,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17,0.479,0.534,0.397,0.812,0.612,55.915,G,powelno01
75,Buddy Hield,2482,2022-23,30,IND,80,73,0,31,5.9,13,2.3,4.5,3.6,8.5,1.3,1.6,0.8,4.2,5,2.8,1.2,0.3,1.7,2,16.8,0.458,0.518,0.425,0.822,0.614,59.634,G-F,hieldbu01
76,OG Anunoby,2386,2022-23,25,TOR,67,67,0,35.6,6.3,13.2,4.2,7.7,2.1,5.5,2.1,2.5,1.4,3.5,5,2,1.9,0.7,2,3,16.8,0.476,0.539,0.387,0.838,0.586,55.593,F,anunoog01
77,Bennedict Mathurin,2222,2022-23,20,IND,78,17,0,28.5,5.3,12.2,4,8.2,1.3,4,4.8,5.8,1.1,3,4.1,1.5,0.6,0.2,1.9,2.1,16.7,0.434,0.488,0.323,0.828,0.566,48.686,G-F,mathube01
78,Christian Wood,1738,2022-23,27,DAL,67,17,0,25.9,5.9,11.5,4.3,7.3,1.6,4.2,3.2,4.2,1.3,6,7.3,1.8,0.4,1.1,1.8,2.5,16.6,0.515,0.594,0.376,0.772,0.624,58.322,F,woodch01
79,Josh Giddey,2367,2022-23,20,OKC,76,76,0,31.1,7.1,14.7,6.1,11.6,1,3.1,1.4,1.9,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,0.482,0.524,0.325,0.731,0.533,51.61,G,giddejo01
80,Aaron Gordon,2055,2022-23,27,DEN,68,68,0,30.2,6.3,11.2,5.4,8.6,0.9,2.5,2.8,4.6,2.4,4.1,6.6,3,0.8,0.8,1.4,1.9,16.3,0.564,0.628,0.347,0.608,0.617,60.315,F,gordoaa01
81,Jaden Ivey,2304,2022-23,20,DET,74,73,0,31.1,5.5,13.3,3.9,8.6,1.6,4.7,3.6,4.8,1,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,0.416,0.457,0.343,0.747,0.528,47.711,G,iveyja01
82,Evan Mobley,2715,2022-23,21,CLE,79,79,0,34.4,6.6,12,6.4,10.7,0.3,1.3,2.6,3.8,2.4,6.6,9,2.8,0.8,1.5,1.8,2.8,16.2,0.554,0.595,0.216,0.674,0.591,56.6,F-C,mobleev01
83,Brook Lopez,2373,2022-23,34,MIL,78,78,0,30.4,6.1,11.5,4.4,6.9,1.7,4.7,1.9,2.4,2,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,0.531,0.637,0.374,0.784,0.63,60.623,C,lopezbr01
84,Russell Westbrook,2126,2022-23,34,LACLAL,73,24,0,29.1,5.9,13.6,4.7,9.7,1.2,3.9,2.8,4.3,1.2,4.6,5.8,7.5,1,0.5,3.5,2.2,15.9,0.436,0.487,0.311,0.656,0.513,48.083,G,westbru01
85,P.J. Washington,2380,2022-23,24,CHO,73,73,0,32.6,5.9,13.4,3.9,7.5,2,5.9,1.7,2.4,1,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,0.444,0.518,0.348,0.73,0.542,51.994,F,washipj01
86,Cameron Johnson,1199,2022-23,26,BRKPHO,42,41,0,28.5,5.3,11.3,2.9,5.2,2.5,6.1,2.4,2.9,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2,15.5,0.47,0.548,0.404,0.842,0.617,57.911,F,johnsca02
87,De'Andre Hunter,2126,2022-23,25,ATL,67,67,0,31.7,5.7,12.3,4.2,8,1.5,4.3,2.6,3.1,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3,15.4,0.461,0.521,0.35,0.826,0.563,52.19,F,huntede01
88,Scottie Barnes,2678,2022-23,21,TOR,77,76,0,34.8,6,13.2,5.2,10.3,0.8,2.9,2.5,3.2,2.3,4.3,6.6,4.8,1.1,0.8,2,2.2,15.3,0.456,0.505,0.281,0.772,0.524,48.671,G-F,barnesc01
89,Wendell Carter Jr.,1690,2022-23,23,ORL,57,54,0,29.6,5.6,10.8,4.2,6.8,1.4,3.9,2.5,3.4,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2,0.525,0.624,0.356,0.738,0.621,59.054,C,cartewe01
90,Kevin Huerter,2203,2022-23,24,SAC,75,75,0,29.4,5.6,11.5,2.9,4.7,2.7,6.8,1.3,1.7,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,0.485,0.604,0.402,0.725,0.617,60.335,G,huertke01
